,name,min salary,max salary,currency,vac_link,site
199,Швея,70000,130000,руб.,https://hh.ru/vacancy/69387888?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
200,Швея,70000,130000,руб.,https://hh.ru/vacancy/69387888?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
201,Швея,70000,100000,руб.,https://hh.ru/vacancy/69356237?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
202,Швея-портной,60000,90000,руб.,https://hh.ru/vacancy/69438670?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
203,Швея,50000,90000,руб.,https://hh.ru/vacancy/69427119?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
204,Швея по трикотажу,80000,150000,руб.,https://hh.ru/vacancy/69129380?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
205,Швея-портной,60000,90000,руб.,https://hh.ru/vacancy/69347219?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
206,Швея-ученица,60000,,руб.,https://hh.ru/vacancy/69311886?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
207,Швея 4-6 разряда,60000,120000,руб.,https://hh.ru/vacancy/69306798?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
208,"Швея на пошив женской одежды (платья, юбки, блузы, трикотаж)",60000,,руб.,https://hh.ru/vacancy/69374886?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
209,Швея-портной - универсал,70000,,руб.,https://hh.ru/vacancy/69095401?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
210,Швея (Старший мастер швейного производства),60000,65000,руб.,https://hh.ru/vacancy/69384109?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
211,Портной-лаборант/Швея-универсал,50000,,руб.,https://hh.ru/vacancy/68074290?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
212,Швея,40000,120000,руб.,https://hh.ru/vacancy/69335994?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
213,Швея-портной,30000,,руб.,https://hh.ru/vacancy/69447520?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
214,Швея,60000,80000,руб.,https://hh.ru/vacancy/69258160?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
215,Швея-портной,65000,,руб.,https://hh.ru/vacancy/69401500?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
216,Швея-портной,70000,70000,руб.,https://hh.ru/vacancy/69302343?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
217,Швея-портной,40000,60000,руб.,https://hh.ru/vacancy/69310087?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
218,Швея (чехлы на мягкую мебель),80000,100000,руб.,https://hh.ru/vacancy/69347604?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
219,Швея-мотористка,45000,120000,руб.,https://hh.ru/vacancy/69253259?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
220,Конструктор в дизайнерскую мастерскую,,,,https://hh.ru/vacancy/68851595?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
221,Швея,,60000,руб.,https://hh.ru/vacancy/69287392?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
222,Швея универсал (не пошив),48000,65000,руб.,https://hh.ru/vacancy/69318229?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
223,Швея-универсал по пошиву женской одежды,80000,120000,руб.,https://hh.ru/vacancy/69142721?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
224,Швея,50000,95000,руб.,https://hh.ru/vacancy/69189364?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
225,Швея,80000,150000,руб.,https://hh.ru/vacancy/69193222?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
226,Швея на обувное производство,30000,90000,руб.,https://hh.ru/vacancy/69496156?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
227,Швея,55000,90000,руб.,https://hh.ru/vacancy/69316716?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
228,Швея,80000,80000,руб.,https://hh.ru/vacancy/69351714?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
229,Швея-портной,40000,60000,руб.,https://hh.ru/vacancy/69495223?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
230,Швея-портной,80000,200000,руб.,https://hh.ru/vacancy/69189456?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
231,Швея - ручница (ручник),40000,50000,руб.,https://hh.ru/vacancy/69316706?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
232,Швея,40000,90000,руб.,https://hh.ru/vacancy/47580028?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
233,Швея-портной,,120000,руб.,https://hh.ru/vacancy/69204851?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
234,Швея,80000,100000,руб.,https://hh.ru/vacancy/69177511?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
235,Швея,70000,150000,руб.,https://hh.ru/vacancy/69143075?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
236,Швея,40000,,руб.,https://hh.ru/vacancy/69262137?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
237,Швея-портной,60000,90000,руб.,https://hh.ru/vacancy/69170609?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
238,Швея / Закройщик (швея на самозакрое по пошиву штор),55,85000,руб.,https://hh.ru/vacancy/69387917?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
239,Швея на производство постельного белья (Москва),100000,130000,руб.,https://hh.ru/vacancy/68829065?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
240,Швея-портной,55000,90000,руб.,https://hh.ru/vacancy/69276825?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
241,Швея,55000,110000,руб.,https://hh.ru/vacancy/69235956?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
242,Швея,40000,60000,руб.,https://hh.ru/vacancy/69305604?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
243,Швея,60000,,руб.,https://hh.ru/vacancy/69247163?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
244,Швея на производство для пошива женской одежды (Москва),100000,130000,руб.,https://hh.ru/vacancy/68828076?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
245,Швея / Мастер ателье / Портной (ТЦ Город м.Авиамоторная),45000,,руб.,https://hh.ru/vacancy/69214545?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
246,Швея-лаборант,80000,80000,руб.,https://hh.ru/vacancy/69147686?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
247,Швея-портной,60000,90000,руб.,https://hh.ru/vacancy/45066199?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
248,Швея в швейный цех текстиля,90000,90000,руб.,https://hh.ru/vacancy/69120723?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
249,Швея-портной,60000,100000,руб.,https://hh.ru/vacancy/69274371?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
250,Швея,65000,,руб.,https://hh.ru/vacancy/69176975?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
251,Швея-портной,70000,80000,руб.,https://hh.ru/vacancy/68850358?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
252,Швея-портной,55000,90000,руб.,https://hh.ru/vacancy/69276825?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
253,Швея,60000,,руб.,https://hh.ru/vacancy/69247163?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
254,Швея в швейный цех текстиля,90000,90000,руб.,https://hh.ru/vacancy/69120723?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
255,Швея на производство для пошива женской одежды (Москва),100000,130000,руб.,https://hh.ru/vacancy/68828076?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
256,Швея в ателье,70000,90000,руб.,https://hh.ru/vacancy/69055072?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
257,Швея,60000,85000,руб.,https://hh.ru/vacancy/69223896?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
258,Швея-портной,70000,110000,руб.,https://hh.ru/vacancy/69144278?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
259,Швея-портной,30000,45000,руб.,https://hh.ru/vacancy/69301826?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
260,Швея,40000,,руб.,https://hh.ru/vacancy/69206764?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
261,Швея-портной,80000,,руб.,https://hh.ru/vacancy/69016919?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
262,Швея на пошив трикотажной одежды,70000,90000,руб.,https://hh.ru/vacancy/69021232?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
263,Мастер Ателье/Швея/Портной (Тц Л-153),40000,,руб.,https://hh.ru/vacancy/69466412?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
264,Швея-портной (м.Динамо),42000,,руб.,https://hh.ru/vacancy/69199771?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
265,Швея-портной,65000,85000,руб.,https://hh.ru/vacancy/69219410?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
266,Швея-универсал,60000,,руб.,https://hh.ru/vacancy/69087587?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
267,Швея.,60000,120000,руб.,https://hh.ru/vacancy/68941912?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
268,Швеи на производство спецодежды (Москва),100000,130000,руб.,https://hh.ru/vacancy/68447201?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
269,Швея (портная/портной),60000,100000,руб.,https://hh.ru/vacancy/69058564?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
270,Швея-портной звоните +79251818977 ищу щвею с опытом шторы и тюль,60000,90000,руб.,https://hh.ru/vacancy/69251373?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
271,Швея-портной,60000,100000,руб.,https://hh.ru/vacancy/69274371?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
272,Швеи на производство спецодежды (Москва),100000,130000,руб.,https://hh.ru/vacancy/68473518?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
273,Швея-портной,40000,65000,руб.,https://hh.ru/vacancy/69262238?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
274,Швея / Закройщик (швея на самозакрое по пошиву штор),55,85000,руб.,https://hh.ru/vacancy/69387917?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
275,Швея в швейное производство (подработка),70000,110000,руб.,https://hh.ru/vacancy/69145122?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
276,Швея,75000,100000,руб.,https://hh.ru/vacancy/69208651?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
277,Швея / Мастер ателье / Портной (ТЦ Город м.Авиамоторная),45000,,руб.,https://hh.ru/vacancy/69214545?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
278,Швея - закройщица/закройщик для римских штор,90000,120000,руб.,https://hh.ru/vacancy/68999559?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
279,Швея,100000,146025,руб.,https://hh.ru/vacancy/68888941?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
280,Швея,60000,,руб.,https://hh.ru/vacancy/55262201?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
281,Швея,75000,110000,руб.,https://hh.ru/vacancy/69076638?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
282,Швея,70000,,руб.,https://hh.ru/vacancy/68912663?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
283,Швея-портной,60000,120000,руб.,https://hh.ru/vacancy/68896268?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
284,Швея,80000,90000,руб.,https://hh.ru/vacancy/68910545?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
285,Швея-портной на производство женской одежды,80000,130000,руб.,https://hh.ru/vacancy/68776968?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
286,Швея-портной,70000,120000,руб.,https://hh.ru/vacancy/69124578?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
287,Швея-универсал,60000,100000,руб.,https://hh.ru/vacancy/69054995?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
288,Швея,,80000,руб.,https://hh.ru/vacancy/68995460?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
289,Швея-портной,70000,100000,руб.,https://hh.ru/vacancy/69099435?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
290,Швея,50000,100000,руб.,https://hh.ru/vacancy/67584512?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
291,Швея-мотористка/моторист (закройщица/закройщик),40000,90000,руб.,https://hh.ru/vacancy/69427081?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
292,Швея,55000,,руб.,https://hh.ru/vacancy/69189139?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
293,Швея на производство по пошиву штор (Москва),100000,130000,руб.,https://hh.ru/vacancy/68830763?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
294,Швея-лаборант,70000,80000,руб.,https://hh.ru/vacancy/69403535?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
295,Швея-портной,90000,100000,руб.,https://hh.ru/vacancy/68808208?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
296,Швея-портная (портной),60000,80000,руб.,https://hh.ru/vacancy/68896494?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
297,Швея,80000,140000,руб.,https://hh.ru/vacancy/68804540?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
298,Швея,55000,62000,руб.,https://hh.ru/vacancy/69177074?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
299,Швея-закройщик,70000,120000,руб.,https://hh.ru/vacancy/69125098?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
300,Швея-портной,,,,https://hh.ru/vacancy/69035621?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
301,Швея,97350,146025,руб.,https://hh.ru/vacancy/68797865?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
302,Швея-универсал,70000,100000,руб.,https://hh.ru/vacancy/68886297?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
303,Швея-портной,,,,https://hh.ru/vacancy/68879043?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
304,Швея-портной,85000,100000,руб.,https://hh.ru/vacancy/68854794?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
305,Швея-портной,40000,70000,руб.,https://hh.ru/vacancy/68943639?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
306,Швея по пошиву штор,60000,,руб.,https://hh.ru/vacancy/69013966?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
307,Швея-портной (м. Семёновская),42000,,руб.,https://hh.ru/vacancy/55504916?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
308,Швея-портной,60000,100000,руб.,https://hh.ru/vacancy/68824302?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
309,Швеи на производство женской одежды (Москва),100000,130000,руб.,https://hh.ru/vacancy/68830012?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
310,Швея,60000,,руб.,https://hh.ru/vacancy/68891028?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
311,Швея-ручница (ручник) ОТК,80000,90000,руб.,https://hh.ru/vacancy/68890933?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
312,Швея-портной,63000,,руб.,https://hh.ru/vacancy/68986447?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
313,Швея-портной,54360,,руб.,https://hh.ru/vacancy/69092055?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
314,Швея-портной,60000,100000,руб.,https://hh.ru/vacancy/69185403?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
315,Швея-лаборант,70000,,руб.,https://hh.ru/vacancy/68467193?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
316,Швея-закройщик,70000,80000,руб.,https://hh.ru/vacancy/68915670?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
317,Швея в швейный цех,60000,110000,руб.,https://hh.ru/vacancy/69036721?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
318,Швея по пошиву покрывал,50000,,руб.,https://hh.ru/vacancy/68790745?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
319,Швея,50000,90000,руб.,https://hh.ru/vacancy/68751827?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
320,Швея-портной,60000,150000,руб.,https://hh.ru/vacancy/68836222?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
321,Швея,45000,50000,руб.,https://hh.ru/vacancy/68877980?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
322,Швея-портной,60000,,руб.,https://hh.ru/vacancy/67381064?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
323,Ученик мастера / помощник по пошиву кожи (перетяжка и пошив салонов автомобилей),60000,,руб.,https://hh.ru/vacancy/69108473?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
324,Швея-ручница/ручник в швейный цех,45000,50000,руб.,https://hh.ru/vacancy/69099531?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
325,Швея 4 разряда-6 разряда,60000,120000,руб.,https://hh.ru/vacancy/69299940?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
326,Лаборант/швея,50000,60000,руб.,https://hh.ru/vacancy/69054238?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
327,Швея-портной (м. Выхино),42000,,руб.,https://hh.ru/vacancy/69251900?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
328,Швея на производство мужской одежды (Москва),100000,130000,руб.,https://hh.ru/vacancy/68830124?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
329,Швея по пошиву женской одежды,60000,,руб.,https://hh.ru/vacancy/69105578?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
330,Швеи на производство спецодежды (Москва),100000,130000,руб.,https://hh.ru/vacancy/68469755?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
331,Швея по пошиву штор и домашнего текстиля,60000,120000,руб.,https://hh.ru/vacancy/68864832?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
332,"Швея-портной (ТРЦ ""Саларис"")",42000,,руб.,https://hh.ru/vacancy/68155523?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
333,Швея по пошиву штор,50000,,руб.,https://hh.ru/vacancy/69051829?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
334,Швея театрального костюма,42000,42000,руб.,https://hh.ru/vacancy/69266652?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
335,Швея-портной,70000,100000,руб.,https://hh.ru/vacancy/69381927?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
336,Швея по шторам на самозакрое,50000,70000,руб.,https://hh.ru/vacancy/69068930?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
337,Швея,30000,,руб.,https://hh.ru/vacancy/68888708?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
338,Швея-универсал в сервисный центр,40000,,руб.,https://hh.ru/vacancy/69188166?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
339,Швея по ремонту одежды в Дом Быта,,,,https://hh.ru/vacancy/68836127?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
340,Швея-портной,80000,,руб.,https://hh.ru/vacancy/54573658?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
341,Швея,35000,75000,руб.,https://hh.ru/vacancy/69098880?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
342,Швея,50000,,руб.,https://hh.ru/vacancy/68804423?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
343,Швея закройщик на пошив тентов,70000,100000,руб.,https://hh.ru/vacancy/68807234?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
344,Швея на производство,60000,110000,руб.,https://hh.ru/vacancy/68757359?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
345,"Швея/портной (ТРЦ ""Хорошо"")",42000,,руб.,https://hh.ru/vacancy/54719916?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
346,Швея универсал,60000,80000,руб.,https://hh.ru/vacancy/68899725?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
347,Швеи на производство спецодежды (Москва),100000,130000,руб.,https://hh.ru/vacancy/68445525?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
348,Швея/портной,80000,120000,руб.,https://hh.ru/vacancy/68808941?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
349,Швея на производство по пошиву мужской одежды (Москва),100000,130000,руб.,https://hh.ru/vacancy/68829376?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
350,Швея-портной (м. Динамо),42000,,руб.,https://hh.ru/vacancy/66108162?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
351,Швея-конструктор на фабрику мягкой мебели,75000,100000,руб.,https://hh.ru/vacancy/69108886?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
352,Швея швейного производства (по шторам),65000,150000,руб.,https://hh.ru/vacancy/68882037?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
353,Швея на производстве (Москва),60000,180000,руб.,https://hh.ru/vacancy/68770611?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
354,Швея-портной (м. Первомайская),42000,,руб.,https://hh.ru/vacancy/69020524?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
355,Портной-лаборант (швейное производство),90000,,руб.,https://hh.ru/vacancy/68781683?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
356,Швея-портной,,,,https://hh.ru/vacancy/68604556?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
357,Швея,30000,,руб.,https://hh.ru/vacancy/68831504?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
358,Швея-портной,50000,80000,руб.,https://hh.ru/vacancy/68786187?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
359,Портной-швея,,,,https://hh.ru/vacancy/68914468?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
360,Швея (Москва),100000,130000,руб.,https://hh.ru/vacancy/68849185?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
361,Швея-портной (м. Бауманская),42000,,руб.,https://hh.ru/vacancy/55006091?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
362,Портной / швея-портной / портной-универсал,65000,70000,руб.,https://hh.ru/vacancy/68847515?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
363,Портной (отшив изделия полностью),40000,65000,руб.,https://hh.ru/vacancy/68022160?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
364,Швея-портной (м. Калужская),42000,,руб.,https://hh.ru/vacancy/68775514?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
365,Портной (швея-лаборант),38000,,руб.,https://hh.ru/vacancy/68934800?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
366,Лаборант швейного производства (Москва),60000,,руб.,https://hh.ru/vacancy/68771386?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
367,Швея / Мастер ателье / Портной (ТЦ Весна м. Алтуфьево),35000,,руб.,https://hh.ru/vacancy/55248955?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
368,Мастер по ремонту одежды/швея,20000,50000,руб.,https://hh.ru/vacancy/69699444?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
369,"Модель/Администратор для примерок женской одежды (Мода, Дизайн, Одежда, Текстиль)",70000,,руб.,https://hh.ru/vacancy/69211062?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
370,Портной-лаборант в экспериментальное производство,57500,,руб.,https://hh.ru/vacancy/69723016?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
371,Контролер ОТК на швейное производство,55000,,руб.,https://hh.ru/vacancy/69274921?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
372,Продавец-портной (ТРЦ Европарк),50000,,руб.,https://hh.ru/vacancy/54996380?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
373,Портной-лаборант,80000,110000,руб.,https://hh.ru/vacancy/69633902?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
374,Продавец-портной (ТЦ Ереван Плаза),50000,,руб.,https://hh.ru/vacancy/69475723?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
375,Оператор вышивальных машин,60000,,руб.,https://hh.ru/vacancy/69086450?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
376,Менеджер по продажам,80000,150000,руб.,https://hh.ru/vacancy/55594621?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
377,Продавец-портной (ТЦ Саларис),60000,,руб.,https://hh.ru/vacancy/68206929?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
378,"Портной/Портной-лаборант/Швея 5-6 разряда (сегмент ""люкс"")",,,,https://hh.ru/vacancy/68933729?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
379,Швея по пошиву спортивной хоккейной формы,97350,146025,руб.,https://hh.ru/vacancy/68827204?query=%D1%88%D0%B2%D0%B5%D1%8F,https://hh.ru
